text,label
"I have to say that Higher Learning is one of the top 3 movies I have ever watched. It has a brilliant cast, and an equally brilliant director. Singleton shows how life in University can be. There are 3 main story lines, the skinheads, the African-Americans, and the homosexuals. I was intrigued by all of the stories, but the one that got to me the most was the storyline about Kristen, battling her feelings towards another girl. The end was great. After seeing the movie 25 times plus, I still cry. I would have given this movie an 11, but I have to settlefor 10/10.",1
"I don't think I've ever felt this let down by a film before. After loving Guy Ritchie's two previous films (I don't count Swept Away - he was pussy blind), I was so looking forward to seeing this. The reviews were poor, then again, I don't trust the press anyway. More worrying was the fact that the internet buzz was that this was a bit of a stinker, so it was with some trepidation I handed over my £4.80 yesterday afternoon.I'm not even going to try to explain this film, mainly because I haven't got a clue what was going on and at one point I was honestly close to standing up and asking if it was just me who didn't get it! Unfortunately I think Ritchie seems to have fallen into his wife's trap of taking himself far too seriously.It seems it wasn't good enough for him to make films with good plots, laughs, snappy dialogue and good characters. It's almost as if he had a checklist of films he wanted to rip off, here are some of the ones I noticed:The Matrix, Fight Club, Kill Bill, The Usual Suspects, Vanilla Sky...I think the most frustrating thing is that the performances from the two main actors, Jason Statham and Ray Liotta, were actually very good and it was really the self indulgent story and editing / direction that let the film down.So a big, big thumbs down from me.",0
"Not one of Keaton's best efforts, this was perhaps a veiled attempt to revenge himself on the family he married into - the Talmadges. A Polish/English language barrier and a series of coincidences leads Buster into a marriage with a large Irish woman, who (along with her father and brothers) treat him shabbily until they think he may be an heir to a fortune. Mistaken identities abound here - gags are set up and but for the main fail to pay off.This Metro short does have at least two real laughs - Buster's cleverly turning around his lack of dinner by using the calendar on the wall and the basic ignorance of his adopted family to literally bring the meat to his plate. The other is a family photo, with the entire group slowly collapsing to the floor as the tripod of the camera loses its stability.The yeast beer overflow could have been the catalyst for a massive series of gags built upon gags, but stops short (for all the buildup) of development.Kino's print is crisp and clear and the score is one for player piano, drums and sound effects. Not one of Buster's best efforts, but worth a few laughs.",0
"'Where the Sidewalk Ends (1950)' opens, appropriately, with Dana Andrews' and Gene Tierneys' names inscribed on the sidewalk, as dirty water streams down between the bars of a sewer grate. The sidewalk represents respectability, integrity and morality  only crooks and delinquents walk in the gutter. But even the most honourable of men have a tendency to misstep on occasion, and, when the sidewalk abruptly comes to an end, sometimes it proves impossible to avoid getting one's shoes wet. Mark Dixon (Dana Andrews) was born in the gutter, his father a professional criminal, and has spent his entire life clawing his way back onto the sidewalk, perpetually balanced on the edge of the kerb. As a police detective, Dixon wants nothing more than to display the decency and integrity that his father lacked, but he possesses a mean-streak that he can't escape. When his quick temper leaves a murder suspect dead, Dixon finds himself becoming the very father whom he despised, a cheap criminal who'll cheat and lie to cover up his offence.'Where the Sidewalk Ends' was the only film to reunite Dana Andrews, Gene Tierney and director Otto Preminger after the superb 'Laura (1944),' though the two films, as far as noir goes, couldn't be further apart. Whereas the earlier picture had the strong intimacy of a country-house murder tale, this film is more conventional as a gritty urban police drama. Given her ravishingly memorable performance as Laura Hunt, it's unfortunate that here Tierney is grossly underused, occupying the typical niche of the pretty, helpless romantic interest {much as she did that same year in Jules Dassin's 'The Night and the City (1950)'}. Andrews, on the other hand, has rarely been better, exhibiting a toughness and unhinged anger that I hadn't expected of him. Gary Merrill is suitably smug as the crime boss Scalise, but he doesn't seem mean enough for the role, and I think that an actor like Richard Conte (who played Mr. Brown in 'The Big Combo (1955)') would have better suited the character; I hadn't realised this, but Conte appeared just one year earlier in Preminger's 'Whirlpool (1949).'The tension, as Dixon attempts to cover up his accidental crime, is absolutely riveting  certainly among the most suspenseful sequences of its era  though I feel that the situation still wasn't exploited to its full potential. The taxi driver is the only person who could have decisively identified Dixon as the perpetrator, but Preminger hurriedly skims over the moment when he passes Dixon on the stairs. Had the witness been brought in as Dixon was re-enacting his own movements outside the apartment entrance, we could have had some genuine fireworks. And why, for that matter, couldn't the taxi driver's testimony have immediately absolved Jiggs Taylor (Tom Tully) from suspicion of murder? Niggling inconsistencies such as these tarnish an otherwise excellent screenplay from Ben Hecht, who infuses his gritty criminal underworld with hard-hitting cops and wise-cracking felons. Andrews' seething and implosive law-enforcer, tormented by rage and remorse, has rarely been done better, at least the equal of Robert Ryan in Nicholas Ray's 'On Dangerous Ground (1952).'",1
"if my grandma did films they would probably do much better figure than this one... incredible bad... the main characters (the mom, the dad and son) are OK. Specially the mother she's a nice actress and the kid also proves to be a nice one specially on the scenes where he is supposed to be scary. But does the the director know the meaning of the words Plot Point, Triller and Good Script. the script hasn't any evolving atmosphere to become a suspense thing. If you like being chased by trees you can probably enjoy it, otherwise just stay at home and sleep. oh... actually there was something funny: the movie's from 2001 but we couldn't realize it since the image is so bad (like on mini-dv) and the cars are so old (like 70 and 80's).",0
"I know I know it was a good ending but sincerely it was awesome. I love when a movie ends on a terrific dark nature but this time I was impressed with Darth Vader turning against the Emperor I really stayed astonished. The anguishing sequence in that film was when Luke is tortured and defeated by the Emperor/Darth Sidious. He is about to be destroyed when Darth Vader, Dark Lord of the Sith, eliminates his dark master. A nice sacrifice. The cinematography of this film is impressive. I was surprised with all the vessels of the Rebel Battle ships and all Imperial War Ships and Super Star Destroyers. I loved the new race they brought on screen the Mon Calomari, the ewoks, the sullesteian (Lando's co pilot) and many more... Most of my favorite scenes are in that film:1-When Vader destroys the Emperor and is fatally wounded. 2- When Luke sees the spirits of Obi-Wan and Yoda and then it shows up Anakin Skywalker (Sebastian Shaw)(the greatest scene in Star Wars) 3- When LEia slays Jabba strangling the Hutt crime lord.I personally like the script and the battle of Endor presenting a ground and space combat as well the best duel of Star Wars between Darth Vader V.s Luke Skywalker on the Death Star. Post-script: The scenes with Leia in the slave bikini are memorable. 9/10.",1
"**** = A masterpiece to be recorded in the books and never forgotten***1/2 = A classic in time; simply a must see*** = A solid, worth-while, very entertaining piece**1/2 = A good movie, but there are some uneven elements or noticeable flaws** = May still be considered good in areas, but this work has either serious issues or is restrained by inevitable elements deemed inescapable (e.g., genre)*1/2 = Mostly a heap of nothing sparked by mildly worthwhile momentsBOMB = Not of a viewable quality- Kalifornia = ***- Unrated (for strong violent material, considerable sexuality, and language)I rented this film expecting an in-your-face summer-Blockbuster-quality celebration of Brad Pitt's face, but was happily surprised and disappointed. This really is more of a drama, and very grim at that... I remember some emotionally intense Duchovny voice-overs.Pitt plays out his possibly un-sexiest film ever with startling talent. Who started out as a hopeless yet harmless ""white trash"" husband became realized as a violent, disturbing alcoholic with a messed mind. During some of the latter stages in the film, I found it hard to keep watching him - he was unpredictable and scary. This proves very good writing and acting.The whole movie is filled with bizarre, sensational scenes that made me hold my breath not fewer than once, and I don't mean action scenes. I mean dialogue scenes so brilliantly crafted I actually winced and gasped at what I was seeing. It was like watching a rhino and a lion put in a cage and watching as they gnawed each other to death. Again, I am very impressed with the screenwriter(s); whoever they are did the impossible: mixed oil and water.I also very much enjoyed Juliette Lewis's performance. It is so rare for this talented young actress to make an appearance these days that when she does it is such a joy. Some of her moments in this film brought me to tears. I mean that. The emotions this girl can arouse in your head are incredible, and I clearly remember getting blurry-eyed on a few occasions.I almost feel like I'm cheating the quality craftsmanship the film makers have displayed by only giving ""KALIFORNIA"" a *** rating. But the dark feelings that it stirs are too potent and depressing to raise it. I do believe that everyone should see this movie though. I truly do.",1
"This movie is outrageous, funny, ribald, sophisticated & hits the bullseye where 99 % of Hollywood movies don't even make the target. Paul Bartel should be recognized as one of the great directors of this or any era. He's the American Renoir & Bunuel _ combined!!! Glad I have the videodisc.",1
"I find it hard to believe that anyone would put this movie in the same context as the Exorcist. Where the Exorcist was subtle and creepy, Stigmata was blunt, clumsy, and way too formulaic.This is one of the most visually beautiful films I've seen in a while, but the imagery does not make up for the downward spiral of patronizing exposition that makes it unbearable. My interest in this movie was peaked when it was compared to The Exorcist, and my visit to the official web site increased that interest. The web site had many tales of ""actual"" stigmata throughout history. However, scene by scene, the movie is so obsessed by its quest for ""genuineness"" that it becomes comical at first, then outright hard to watch toward the end. I began getting suspicious when the priest charged with investigating potential miracles walks into the beauty parlor where our would-be heroine cuts hair and, evidently, flirts with priests.The plot: A woman without faith in God begins receiving the wounds of Christ (the Stigmata) and is baffled and upset about the ordeal. A priest is sent straight from the Vatican to investigate the case. Is Frankie possessed by Satan, or a vessel for Jesus Christ?The only miracle in this film is that it finally ends.",0
"This has to be one of the 5 worst movies ever made. The plot looked intriguing like that of Passenger 57. But with the latter movie it somehow worked a lot better. The plot has been worked out in the worst possible way. Just a few of the awful moments in the movie, A flight attendant is standing in the opened doorway of a flying 747 and trying to close the door without being sucked out by the 250 mile per hour winds?!? Thereafter the lands the aircraft from a few miles out starting at 8000 feet, thats impossible even for 747 pilots with thousands of hour experience. When on the runway (perfectly straight of course) she is instructed to pull on the flaps, HUH!! Come on flaps are there to ensure lift at low speeds, when on the runway you use thrust reverse on the engines and give maximum power! I can go on and on about little and mostly big mistakes in the movie, but then my reply would become the size of the English dictionary. This is a movie you want to miss, take my word for it!",0
"The funny sound that you may hear when you eyeball this execrable version of Jules Verne's classic ""Journey to the Center of the Earth"" is Verne spinning in his grave. The only thing about this 80 minute opus that has anything to do with ""Journey to the Center of the Earth"" is the title. Otherwise, everything else in this lackluster production is new and not worth watching. In fact, the director has written here at IMDb.COM that he directed only eight minutes of ""Journey to the Center of the Earth"" and the studio tacked on part of ""Dollman"" helmer Albert Pyun's sequel to his own ""Alien from L.A."" with Kathy Ireland. Evidently, the producers ran out of money and to satisfy overseas contractual obligations, they grafted Pyun's sequel onto director Rusty Lemorande's movie. Please, don't rent or buy this wretched piece of garbage.Unlike director Henry Levin's period piece ""Journey to the Center of the Earth"" (1959) with James Mason and Pat Boone, Lemorande's ""Journey to the Center of the Earth"" takes place in contemporary times in Hawaii. Two fellows, a British nanny, and a dog are brought together for the adventure of a lifetime purely by coincidence. Richard (Paul Carafotes of ""Blind Date"") and his comic book obsessed brother Bryan (Ilan Mitchell-Smith of ""Weird Science"") are going out to explore a cave. The heroine, Crystina (Nicola Cowper of ""Underworld""), works for a domestic service called 'Nannies R Us.' Being a nanny has been Crystina's life-long dream, but she has made a less of all five of her nanny jobs. Nevertheless, her sympathetic supervisor, Ms. Ferry (Lynda Marshall of ""Africa Express""), sends her to Hawaii. Crystina's new client, rock star Billy Foul (Jeremy Crutchley of ""Doomsday"") who is scheduling one last concert to revive his flagging career, has a dog named Bernard. Foul wants Crystina to take Bernard to a doggie day spa. Crystina is waiting on the arrival of her taxi when a careless motel attendant accidentally puts the basket that conceals Bernard in Richard's jeep. You see, Foul has hidden his canine in a basket because motel management strictly prohibits pets on their premises. Foul has disguised the dog as a human baby. Anyway, Crystina catches a cab and tells the driver follow Richard.After she catches up with them to get her dog, the cabbie cruises away and abandons her. Crystina demands that Richard drive her back to town, but he has other plans. Unhappily, Crystina joins the guys and they get lost, and then find themselves in the lost city of Atlantis, a police state ruled by a dictator, at the center of the Earth. The rulers of Atlantis repeatedly notify their citizens that life on the surface does not exist. Our heroes and heroine stumble onto Atlantis quite by accident. Atlantis resembles a disco and everybody looks like they are straight out of a punk rock opera. The ruler of Atlantis, General Rykov (Janet Du Plessis of ""Operation Hit Squad""), is orchestrating a raid on the surface with clones of the first human, Wanda Saknussemm (Kathy Ireland of ""Necessary Roughness""), to visit Atlantis. Predictably, General Rykov machinations to rule Atlantis and overthrow the Earth fails, and our heroes and heroine save the day.""Journey to the Center of the Earth"" is an abomination. The movie seems to be a comedy despite its superficial satire about dictatorships. Albert Pyun is one of my favorite low budget action directors, but he blew it on this lightweight shambles of a science fiction saga.",0
"This is a low budget Roger Corman horror/creature flick. A DinoCroc is created when manipulation of prehistoric genes runs amok. An engineered croc first kills one of its own then gets the taste of human and becomes a fast growing terror after escaping. None of the characters have any depth, but then they are not the focal point. We only get a few glimpses of the huge two-legged dinosaur descendant and some of the best ""kill"" scenes in a small budget film.My favorite scene is of a moronic character trying to use a three legged dog for bait and becomes croc food himself. Nothing left on the pier but ankle top feet. With no real stand out roles: Jane Longendecker, Bruce Weitz and Charles Napier. Most pathetic is Matt Borlenghi and an obnoxious professional croc hunter Costas Mandylor. I was most impressed with the alluring Joanna Pacula as the respectfully feared Dr. P. DINOCROC is redeeming as a crock of pickles.",0
"This sci-fi adventure is not the best and by no means the worst. I agree with the statement that bad sci-fi is comical. Bizarre pink tinting and unusual special effects make this a favorite for the late, late, late show viewers. Space explorers on the planet Mars fight off strange giant amoeba-like monsters and other strange creatures. Pretty cool.The cast includes Les Tremayne, Naura Hayden, Gerald Mohr and Jack Kruschen. Get comfy and enjoy. Don't feel bad if you nod off for a moment. I agree with adding this to the list of cult classics to not miss.",0
"So I had heard from a few people that this film had brought them to tears in the theater. As I watched it for the first time I was expecting another romantic, tear-jerking Barbra Streisand film; Something like The Way We Were. I was certainly wrong. The chemistry between the two main characters, Esther Hoffman and her John Howard, was nonexistent, making it impossible to get attached to the characters. There wasn't anything romantic about it. Streisand's character fell for an alcoholic drug addict who couldn't sing a single note without making me want to hit the fast-forward button. At one point her character finds her husband in bed with another woman and she forgives him about five minutes later. There's nothing romantic about a deadbeat rock star and a woman who can't seem to realize it until he actually dies. Parts of the movie seemed to drag on and on, and I kept asking myself when it was going to end.The death of John Howard was completely predictable. There was totally obvious foreshadowing of his reckless behavior early on in the movie, and when he died I felt no emotion whatsoever. It wasn't a tragic accident, it was him basically being an idiot. Not to mention throughout the movie I was distracted by his hideous beard.The only parts of this movie worth seeing are the Streisand songs. The ending of the movie when she sings ""With One More Look At You/Watch Closely Now"" was my reason for giving this film a whopping 3/10. Those 7 minutes were the only part of the movie I actually felt an emotion other than irritation and anger.",0
"Kevin Spacey is very talented, but unfortunately directing is not his forte. I had high expectations about the film before I rented it and maybe that is why I disliked it so much. I admire Spacey's attempt at making a film that takes place mostly in one small setting, but it's not the attempt that counts. I found the film dull, boring, and stretched out. The acting was nothing spectacular. Gary Sinise has done much better, especially since he is conscious in most of his other films. Skeet Ulrich was disappointing, but this was one of his first films (I did get a kick out of how young and chubby this Scream star looked). The only thing that impressed me about this film was the one shot of the car wreck from above. The center line of the road was perfectly centered and the camera moved on along the line and past the wreck. However, that shot was very ""Usual Suspects""ish and my guess is Spacey got the idea from that earlier film of his (which is very good mind you). If you want to see a fabulous film that takes place in one small setting, watch Hitchcock's Lifeboat. Maybe Spacey should have watched it before filming this.",0
"Honestly, this is the best reality show anyone has ever come up with. In order to win the money you have to actually be INTELLIGENT. Not only that you've got to be brave, athletic, cunning, etc. It actually requires skill. Not like some lame-ass shows that are on these days. And yet, they only have two seasons of it! Bull..they need to bring this show back!! Although, they'll have a hard time pulling Anderson Cooper away from CNN. He was great.But seriously, it was an amazing show. You never knew who would be going when. And it was so much fun trying to figure out the mole yourself! It was a show you could actually play yourself if you wanted to!BRING BACK THE MOLE!!!! BRING BACK THE MOLE!!!!",1
"I saw the movie as a child when it was released in the theater and it was so bad that it became the makings of a family joke. If the ranking had a zero, this movie would get it. The dinosaurs were awful. The storyline was ridiculous. The acting really doesn't qualify to be called acting. The only reason I even remember the name of the movie so well is because my family still talks about how BAD it really was.",0
This movie was bad from the start. The only purpose of the movie was that Angela wanted to get a high body count. The acting was horrible. The killings were acted out very badly. Like when Ally got stuffed down that toilet I guess it was in the abandoned cabin. But when the end of the movie comes and Molly and the other guy are in the cabin you see Ally so Angela must have gone in to get her. The part that really got me was when the black girl and Angela were in the cabin and Angela took the guitar string and chocked her. One it was horrible acting and two why wouldn't you just turn around and punch the bitch?!?!? Then when Molly is getting chased by Angela if you have the neigh why not just turn around and stab her??? So stupid. This movie sucked...,0
"In Holland a gay writer Gerard (Jeroen Krabbe) gives a lecture. He stays overnight with a beautiful woman Christine (Renee Soutendijk) and has sex with her (by imagining she's a boy). He plans to leave the next day, but gets a look at a picture of Christine's hunky boyfriend Herman (Thom Hoffman) and decides to stay to have a try at him. Then things get strange.A big X-rated art house hit in the US in 1983. Why was it X rated? Let's see...there's strangulation, full frontal male and female nudity, castration, mutilation, simulated sex, a scene in a church with a cross that will shock most people, a gay sex scene in a crypt...and it's all a comedy!!!!! Paul Verhoeven made this after ""Spetters"". ""Spetters"" was attacked by the critics for it's extreme sexual sequences and denounced as trash. So, Verhoeven filled this film with very obvious symbolism thinking the critics would think it was art and praise it. He was right! Critics loved the film not realizing that Verhoeven was playing a big joke on them. Still, it's a great film. It's beautifully shot by Jan de Bont (now a director himself) and there's so much symbolism and obvious ""hidden"" layers in the dialogue that you're never bored. All the acting is great--Krabbe plays a thoroughly despicable character but (somehow) has you rooting for him; Soutendijk is just stunning to look at and plays her part to perfection--the little smile she gives when Gerard agrees to stay with her is chilling; Hoffman is extremely handsome with a great body--he deserves credit for doing the church sequence and going at with Krabbe in the crypt.This is not for people easily offended or the weak of heart, but if you like extreme movies that playfully challenge you (like me) this is for you! A 10 all the way.",1
"The only thing I remember about this movie are two things: first, as a twelve year old, even I thought it stunk. Second, it was so bad that when Mad magazine did a parody of it, they quit after the first page, and wrote a disclaimer at the bottom of the page saying that they had completely disavowed it.If you want to see great sophomoric comedies of this period, try Animal House. It's so stupid and vulgar it lowers itself to high art. Another good selection would be Caddyshack, the classic with the late Rodney Dangerfield and Bill Murray before he became annoyingly charming, with great lines like greens keeper Carl Spackler's ""Correct me if I'm wrong Sandy, but if I kill all the golfers they'll lock me up and throw away the key.""",0
"Every one should see this movie because each one of us is broken in some way and it may help us realize 1) My life isn't as bad as I thought it was and 2) How important it is to adopt a child in need. There are so many out there. To think that the movie was actually based on a real person made us think deep about life and how the world has and always will be. Corrupt, but that corruption doesn't have to reach your home. We all have a choice! Definitely recommend this one... and while you're at it, I'd like to throw in ""The Color Purple"" and ""Woman, Thou Art Loosed"" by T.D. Jakes.These are all movies that are based on life and give us a glimpse of life.",1
"Bette Midler showcases her talents and beauty in ""Diva Las Vegas"". I am thrilled that I taped it and I am able to view whenever I want to. She possesses what it takes to keep an audience in captivity. Her voice is as beautiful as ever and will truly impress you. The highlight of the show was her singing ""Stay With Me"" from her 1979 movie ""The Rose"". You can feel the emotion in the song and will end up having goose bumps. The show will leave you with the urge to go out and either rent a Bette Midler movie or go to the nearest music store and purchase one of Bette Midler's albums.",1
"The three main characters are very well portrayed, especially Anisio by rock musician turned into first time actor Paulo Miklos. He is extremely convincing as the lower class trespasser/invader. The film shows very well the snowball effect of getting involved in ever more shady business, the contrast and similarities between the lower and higher classes. How everyone gets carried away by greed and ambition. 9-9,5 out of 10.",1
"Considering how much money was budgeted for this film, you would expect more from the story as a whole. This could be quite possibly the most worthless movie I have ever watched. There was no real advancement of anything. Character development, minimal. Plot advancement, maybe. Enjoyment, none. I'm not sure what points were even trying to be made. If you want to see a movie where terrorists are kinda good guys, American CIA bombs everything that doesn't agree with our opinions, all capitalists are corrupt, and you like to see anything resembling a storyboard advancement accompanied by a death, have at. For those of us who realize that it doesn't take killing off a good guy to make a point, we'll stick to other movies. In summary, this was a horrible attempt at an 'Ocean's 11' style hide-the-plot-so-person-has-to- think movie because not only do you not know what's going on, nobody who made the movie did either. Home Alone 3 was a better cinematic piece.",0
